"gwgroupid","year","egip_claim_gen_irredentism","egip_claim_dir_autonomy1","egip_claim_dir_autonomy2","egip_claim_dir_autonomy3","egip_claim_dir_autonomy4","egip_claim_dir_secession1","egip_claim_dir_secession2","egip_claim_dir_irredentism1","egip_claim_dir_irredentism2","egip_claim_dir_irredentism3","egip_claim"
70005000,1964,,,,,,,,,,,0
70005000,1965,,,,,,,,,,,0
70005000,1966,,,,,,,,,,,0
70005000,1967,,,,,,,,,,,0
70005000,1968,,,,,,,,,,,0
70005000,1969,,,,,,,,,,,0
70005000,1970,,,,,,,,,,,0
70005000,1971,,,,,,,,,,,0
70005000,1972,,,,,,,,,,,0
70005000,1973,,,,,,,,,,,0
70005000,1974,,,,,,,,,,,0
70005000,1975,,,,,,,,,,,0
70005000,1976,,,,,,,,,,,0
70005000,1977,,,,,,,,,,,0
70005000,1978,,,,,,,,,,,0
70005000,1979,,,,,,,,,,,0
70005000,1980,,,,,,,,,,,0
70005000,1981,,,,,,,,,,,0
70005000,1982,,,,,,,,,,,0
70005000,1983,,,,,,,,,,,0
70005000,1984,,,,,,,,,,,0
70005000,1985,,,,,,,,,,,0
70005000,1986,,,,,,,,,,,0
70005000,1987,,,,,,,,,,,0
70005000,1988,,,,,,,,,,,0
70005000,1989,,,,,,,,,,,0
70005000,1990,,,,,,,,,,,0
70005000,1991,,,,,,,,,,,0
70005000,1992,,,,,,,,,,,0
70005000,1993,,,,,,,,,,,0
70005000,1994,,,,,,,,,,,0
70005000,1995,,,,,,,,,,,0
70005000,1996,,,,,,,,,,,0
70005000,1997,,,,,,,,,,,0
70005000,1998,,,,,,,,,,,0
70005000,1999,,,,,,,,,,,0
70005000,2000,,,,,,,,,,,0
70005000,2001,,,,,,,,,,,0
70005000,2002,,,,,,,,,,,0
70005000,2003,,,,,,,,,,,0
70005000,2004,,,,,,,,,,,0
70005000,2005,,,,,,,,,,,0
70005000,2006,,,,,,,,,,,0
70005000,2007,,,,,,,,,,,0
70005000,2008,,,,,,,,,,,0
70005000,2009,,,,,,,,,,,0
70005000,2010,,,,,,,,,,,0
70005000,2011,,,,,,,,,,,0
70005000,2012,,,,,,,,,,,0
70005000,2013,,,,,,,,,,,0
70005000,2014,,,,,,,,,,,
70005000,2015,,,,,,,,,,,
70005000,2016,,,,,,,,,,,
70005000,2017,,,,,,,,,,,
70006000,1946,,,,,,,,,,,0
70006000,1947,,,,,,,,,,,0
70006000,1948,,,,,,,,,,,0
70006000,1949,,,,,,,,,,,0
70006000,1950,,,,,,,,,,,0
70006000,1951,,,,,,,,,,,0
70006000,1952,,,,,,,,,,,0
70006000,1953,,,,,,,,,,,0
70006000,1954,,,,,,,,,,,0
70006000,1955,,,,,,,,,,,0
70006000,1956,,,,,,,,,,,0
70006000,1957,,,,,,,,,,,0
70006000,1958,,,,,,,,,,,0
70006000,1959,,,,,,,,,,,0
70006000,1960,,,,,,,,,,,0
70006000,1961,,,,,,,,,,,0
70006000,1962,,,,,,,,,,,0
70006000,1963,,,,,,,,,,,0
70006000,1964,,,,,,,,,,,0
70006000,1965,,,,,,,,,,,0
70006000,1966,,,,,,,,,,,0
70006000,1967,,,,,,,,,,,0
70006000,1968,,,,,,,,,,,0
70006000,1969,,,,,,,,,,,0
70006000,1970,,,,,,,,,,,0
70006000,1971,,,,,,,,,,,0
70006000,1972,,,,,,,,,,,0
70006000,1973,,,,,,,,,,,0
70006000,1974,,,,,,,,,,,0
70006000,1975,,,,,,,,,,,0
70006000,1976,,,,,,,,,,,0
70006000,1977,,,,,,,,,,,0
70006000,1978,,,,,,,,,,,0
70006000,1979,,,,,,,,,,,0
70006000,1980,,,,,,,,,,,0
70006000,1981,,,,,,,,,,,0
70006000,1982,,,,,,,,,,,0
70006000,1983,,,,,,,,,,,0
70006000,1984,,,,,,,,,,,0
70006000,1985,,,,,,,,,,,0
70006000,1986,,,,,,,,,,,0
70006000,1987,,,,,,,,,,,0
70006000,1988,,,,,,,,,,,0
70006000,1989,,,,,,,,,,,0
70006000,1990,,,,,,,,,,,0
70006000,1991,,,,,,,,,,,0
70006000,1992,,,,,,,,,,,0
70006000,1993,,,,,,,,,,,0
70006000,1994,,,,,,,,,,,0
70006000,1995,,,,,,,,,,,0
70006000,1996,,,,,,,,,,,0
70006000,1997,,,,,,,,,,,0
70006000,1998,,,,,,,,,,,0
70006000,1999,,,,,,,,,,,0
70006000,2000,,,,,,,,,,,0
70006000,2001,,,,,,,,,,,0
70006000,2002,,,,,,,,,,,0
70006000,2003,,,,,,,,,,,0
70006000,2004,,,,,,,,,,,0
70006000,2005,,,,,,,,,,,0
70006000,2006,,,,,,,,,,,0
70006000,2007,,,,,,,,,,,0
70006000,2008,,,,,,,,,,,0
70006000,2009,,,,,,,,,,,0
70006000,2010,,,,,,,,,,,0
70006000,2011,,,,,,,,,,,0
70006000,2012,,,,,,,,,,,0
70006000,2013,,,,,,,,,,,0
70006000,2014,,,,,,,,,,,
70006000,2015,,,,,,,,,,,
70006000,2016,,,,,,,,,,,
70006000,2017,,,,,,,,,,,
70007000,1946,,,,,,,,,,,0
70007000,1947,,,,,,,,,,,0
70007000,1948,,,,,,,,,,,0
70007000,1949,,,,,,,,,,,0
70007000,1950,,,,,,,,,,,0
70007000,1951,,,,,,,,,,,0
70007000,1952,,,,,,,,,,,0
70007000,1953,,,,,,,,,,,0
70007000,1954,,,,,,,,,,,0
70007000,1955,,,,,,,,,,,0
70007000,1956,,,,,,,,,,,0
70007000,1957,,,,,,,,,,,0
70007000,1958,,,,,,,,,,,0
70007000,1959,,,,,,,,,,,0
70007000,1960,,,,,,,,,,,0
70007000,1961,,,,,,,,,,,0
70007000,1962,,,,,,,,,,,0
70007000,1963,,,,,,,,,,,0
70007000,1964,,,,,,,,,,,0
70007000,1965,,,,,,,,,,,0
70007000,1966,,,,,,,,,,,0
70007000,1967,,,,,,,,,,,0
70007000,1968,,,,,,,,,,,0
70007000,1969,,,,,,,,,,,0
70007000,1970,,,,,,,,,,,0
70007000,1971,,,,,,,,,,,0
70007000,1972,,,,,,,,,,,0
70007000,1973,,,,,,,,,,,0
70007000,1974,,,,,,,,,,,0
70007000,1975,,,,,,,,,,,0
70007000,1976,,,,,,,,,,,0
70007000,1977,,,,,,,,,,,0
70007000,1978,,,,,,,,,,,0
70007000,1979,,,,,,,,,,,0
70007000,1980,,,,,,,,,,,0
70007000,1981,,,,,,,,,,,0
70007000,1982,,,,,,,,,,,0
70007000,1983,,,,,,,,,,,0
70007000,1984,,,,,,,,,,,0
70007000,1985,,,,,,,,,,,0
70007000,1986,,,,,,,,,,,0
70007000,1987,,,,,,,,,,,0
70007000,1988,,,,,,,,,,,0
70007000,1989,,,,,,,,,,,0
70007000,1990,,,,,,,,,,,0
70007000,1991,,,,,,,,,,,0
70007000,1992,,,,,,,,,,,0
70007000,1993,,,,,,,,,,,0
70007000,1994,,,,,,,,,,,0
70007000,1995,,,,,,,,,,,0
70007000,1996,,,,,,,,,,,0
70007000,1997,,,,,,,,,,,0
70007000,1998,,,,,,,,,,,0
70007000,1999,,,,,,,,,,,0
70007000,2000,,,,,,,,,,,0
70007000,2001,,,,,,,,,,,0
70007000,2002,,,,,,,,,,,0
70007000,2003,,,,,,,,,,,0
70007000,2004,,,,,,,,,,,0
70007000,2005,,,,,,,,,,,0
70007000,2006,,,,,,,,,,,0
70007000,2007,,,,,,,,,,,0
70007000,2008,,,,,,,,,,,0
70007000,2009,,,,,,,,,,,0
70007000,2010,,,,,,,,,,,0
70007000,2011,,,,,,,,,,,0
70007000,2012,,,,,,,,,,,0
70007000,2013,,,,,,,,,,,0
70007000,2014,,,,,,,,,,,
70007000,2015,,,,,,,,,,,
70007000,2016,,,,,,,,,,,
70007000,2017,,,,,,,,,,,
70008000,1946,,,,,,,,,,,0
70008000,1947,,,,,,,,,,,0
70008000,1948,,,,,,,,,,,0
70008000,1949,,,,,,,,,,,0
70008000,1950,,,,,,,,,,,0
70008000,1951,,,,,,,,,,,0
70008000,1952,,,,,,,,,,,0
70008000,1953,,,,,,,,,,,0
70008000,1954,,,,,,,,,,,0
70008000,1955,,,,,,,,,,,0
70008000,1956,,,,,,,,,,,0
70008000,1957,,,,,,,,,,,0
70008000,1958,,,,,,,,,,,0
70008000,1959,,,,,,,,,,,0
70008000,1960,,,,,,,,,,,0
70008000,1961,,,,,,,,,,,0
70008000,1962,,,,,,,,,,,0
70008000,1963,,,,,,,,,,,0
70008000,1964,,,,,,,,,,,0
70008000,1965,,,,,,,,,,,0
70008000,1966,,,,,,,,,,,0
70008000,1967,,,,,,,,,,,0
70008000,1968,,,,,,,,,,,0
70008000,1969,,,,,,,,,,,0
70008000,1970,,,,,,,,,,,0
70008000,1971,,,,,,,,,,,0
70008000,1972,,,,,,,,,,,0
70008000,1973,,,,,,,,,,,0
70008000,1974,,,,,,,,,,,0
70008000,1975,,,,,,,,,,,0
70008000,1976,,,,,,,,,,,0
70008000,1977,,,,,,,,,,,0
70008000,1978,,,,,,,,,,,0
70008000,1979,,,,,,,,,,,0
70008000,1980,,,,,,,,,,,0
70008000,1981,,,,,,,,,,,0
70008000,1982,,,,,,,,,,,0
70008000,1983,,,,,,,,,,,0
70008000,1984,,,,,,,,,,,0
70008000,1985,,,,,,,,,,,0
70008000,1986,,,,,,,,,,,0
70008000,1987,,,,,,,,,,,0
70008000,1988,,,,,,,,,,,0
70008000,1989,,,,,,,,,,,0
70008000,1990,,,,,,,,,,,0
70008000,1991,,,,,,,,,,,0
70008000,1992,,,,,,,,,,,0
70008000,1993,,,,,,,,,,,0
70008000,1994,,,,,,,,,,,0
70008000,1995,,,,,,,,,,,0
70008000,1996,,,,,,,,,,,0
70008000,1997,,,,,,,,,,,0
70008000,1998,,,,,,,,,,,0
70008000,1999,,,,,,,,,,,0
70008000,2000,,,,,,,,,,,0
70008000,2001,,,,,,,,,,,0
70008000,2002,,,,,,,,,,,0
70008000,2003,,,,,,,,,,,0
70008000,2004,,,,,,,,,,,0
70008000,2005,,,,,,,,,,,0
70008000,2006,,,,,,,,,,,0
70008000,2007,,,,,,,,,,,0
70008000,2008,,,,,,,,,,,0
70008000,2009,,,,,,,,,,,0
70008000,2010,,,,,,,,,,,0
70008000,2011,,,,,,,,,,,0
70008000,2012,,,,,,,,,,,0
70008000,2013,,,,,,,,,,,0
70008000,2014,,,,,,,,,,,
70008000,2015,,,,,,,,,,,
70008000,2016,,,,,,,,,,,
70008000,2017,,,,,,,,,,,
70010000,1946,,,,,,,,,,,0
70010000,1947,,,,,,,,,,,0
70010000,1948,,,,,,,,,,,0
70010000,1949,,,,,,,,,,,0
70010000,1950,,,,,,,,,,,0
70010000,1951,,,,,,,,,,,0
70010000,1952,,,,,,,,,,,0
70010000,1953,,,,,,,,,,,0
70010000,1954,,,,,,,,,,,0
70010000,1955,,,,,,,,,,,0
70010000,1956,,,,,,,,,,,0
70010000,1957,,,,,,,,,,,0
70010000,1958,,,,,,,,,,,0
70010000,1959,,,,,,,,,,,0
70010000,1960,,,,,,,,,,,0
70010000,1961,,,,,,,,,,,0
70010000,1962,,,,,,,,,,,0
70010000,1963,,,,,,,,,,,0
70010000,1964,,,,,,,,,,,0
70010000,1965,,,,,,,,,,,0
70010000,1966,,,,,,,,,,,0
70010000,1967,,,,,,,,,,,0
70010000,1968,,,,,,,,,,,0
70010000,1969,,,,,,,,,,,0
70010000,1970,,,,,,,,,,,0
70010000,1971,,,,,,,,,,,0
70010000,1972,,,,,,,,,,,0
70010000,1973,,,,,,,,,,,0
70010000,1974,,,,,,,,,,,0
70010000,1975,,,,,,,,,,,0
70010000,1976,,,,,,,,,,,0
70010000,1977,,,,,,,,,,,0
70010000,1978,,,,,,,,,,,0
70010000,1979,,,,,,,,,,,0
70010000,1980,,,,,,,,,,,0
70010000,1981,,,,,,,,,,,0
70010000,1982,,,,,,,,,,,0
70010000,1983,,,,,,,,,,,0
70010000,1984,,,,,,,,,,,0
70010000,1985,,,,,,,,,,,0
70010000,1986,,,,,,,,,,,0
70010000,1987,,,,,,,,,,,0
70010000,1988,,,,,,,,,,,0
70010000,1989,,,,,,,,,,,0
70010000,1990,,,,,,,,,,,0
70010000,1991,,,,,,,,,,,0
70010000,1992,,,,,,,,,,,0
70010000,1993,,,,,,,,,,,0
70010000,1994,,,,,,,,,,,0
70010000,1995,,,,,,,,,,,0
70010000,1996,,,,,,,,,,,0
70010000,1997,,,,,,,,,,,0
70010000,1998,,,,,,,,,,,0
70010000,1999,,,,,,,,,,,0
70010000,2000,,,,,,,,,,,0
70010000,2001,,,,,,,,,,,0
70010000,2002,,,,,,,,,,,0
70010000,2003,,,,,,,,,,,0
70010000,2004,,,,,,,,,,,0
70010000,2005,,,,,,,,,,,0
70010000,2006,,,,,,,,,,,0
70010000,2007,,,,,,,,,,,0
70010000,2008,,,,,,,,,,,0
70010000,2009,,,,,,,,,,,0
70010000,2010,,,,,,,,,,,0
70010000,2011,,,,,,,,,,,0
70010000,2012,,,,,,,,,,,0
70010000,2013,,,,,,,,,,,0
70010000,2014,,,,,,,,,,,
70010000,2015,,,,,,,,,,,
70010000,2016,,,,,,,,,,,
70010000,2017,,,,,,,,,,,
70011000,1946,,,,,,,,,,,0
70011000,1947,,,,,,,,,,,0
70011000,1948,,,,,,,,,,,0
70011000,1949,,,,,,,,,,,0
70011000,1950,,,,,,,,,,,0
70011000,1951,,,,,,,,,,,0
70011000,1952,,,,,,,,,,,0
70011000,1953,,,,,,,,,,,0
70011000,1954,,,,,,,,,,,0
70011000,1955,,,,,,,,,,,0
70011000,1956,,,,,,,,,,,0
70011000,1957,,,,,,,,,,,0
70011000,1958,,,,,,,,,,,0
70011000,1959,,,,,,,,,,,0
70011000,1960,,,,,,,,,,,0
70011000,1961,,,,,,,,,,,0
70011000,1962,,,,,,,,,,,0
70011000,1963,,,,,,,,,,,0
70011000,1964,,,,,,,,,,,0
70011000,1965,,,,,,,,,,,0
70011000,1966,,,,,,,,,,,0
70011000,1967,,,,,,,,,,,0
70011000,1968,,,,,,,,,,,0
70011000,1969,,,,,,,,,,,0
70011000,1970,,,,,,,,,,,0
70011000,1971,,,,,,,,,,,0
70011000,1972,,,,,,,,,,,0
70011000,1973,,,,,,,,,,,0
70011000,1974,,,,,,,,,,,0
70011000,1975,,,,,,,,,,,0
70011000,1976,,,,,,,,,,,0
70011000,1977,,,,,,,,,,,0
70011000,1978,,,,,,,,,,,0
70011000,1979,,,,,,,,,,,0
70011000,1980,,,,,,,,,,,0
70011000,1981,,,,,,,,,,,0
70011000,1982,,,,,,,,,,,0
70011000,1983,,,,,,,,,,,0
70011000,1984,,,,,,,,,,,0
70011000,1985,,,,,,,,,,,0
70011000,1986,,,,,,,,,,,0
70011000,1987,,,,,,,,,,,0
70011000,1988,,,,,,,,,,,0
70011000,1989,,,,,,,,,,,0
70011000,1990,,,,,,,,,,,0
70011000,1991,,,,,,,,,,,0
70011000,1992,,,,,,,,,,,0
70011000,1993,,,,,,,,,,,0
70011000,1994,,,,,,,,,,,0
70011000,1995,,,,,,,,,,,0
70011000,1996,,,,,,,,,,,0
70011000,1997,,,,,,,,,,,0
70011000,1998,,,,,,,,,,,0
70011000,1999,,,,,,,,,,,0
70011000,2000,,,,,,,,,,,0
70011000,2001,,,,,,,,,,,0
70011000,2002,,,,,,,,,,,0
70011000,2003,,,,,,,,,,,0
70011000,2004,,,,,,,,,,,0
70011000,2005,,,,,,,,,,,0
70011000,2006,,,,,,,,,,,0
70011000,2007,,,,,,,,,,,0
70011000,2008,,,,,,,,,,,0
70011000,2009,,,,,,,,,,,0
70011000,2010,,,,,,,,,,,0
70011000,2011,,,,,,,,,,,0
70011000,2012,,,,,,,,,,,0
70011000,2013,,,,,,,,,,,0
70011000,2014,,,,,,,,,,,
70011000,2015,,,,,,,,,,,
70011000,2016,,,,,,,,,,,
70011000,2017,,,,,,,,,,,
70012000,1946,,,,,,,,,,,0
70012000,1947,,,,,,77004000,,,,,1
70012000,1948,,,,,,77004000,,,,,1
70012000,1949,,,,,,77004000,,,,,1
70012000,1950,,,,,,77004000,,,,,1
70012000,1951,,,,,,77004000,,,,,1
70012000,1952,,,,,,77004000,,,,,1
70012000,1953,,,,,,77004000,,,,,1
70012000,1954,,,,,,77004000,,,,,1
70012000,1955,,,,,,77004000,,,,,1
70012000,1956,,,,,,77004000,,,,,1
70012000,1957,,,,,,77004000,,,,,1
70012000,1958,,,,,,77004000,,,,,1
70012000,1959,,,,,,77004000,,,,,1
70012000,1960,,,,,,77004000,,,,,1
70012000,1961,,,,,,77004000,,,,,1
70012000,1962,,,,,,77004000,,,,,1
70012000,1963,,,,,,77004000,,,,,1
70012000,1964,,,,,,77004000,,,,,1
70012000,1965,,,,,,77004000,,,,,1
70012000,1966,,,,,,77004000,,,,,1
70012000,1967,,,,,,77004000,,,,,1
70012000,1968,,,,,,77004000,,,,,1
70012000,1969,,,,,,77004000,,,,,1
70012000,1970,,,,,,77004000,,,,,1
70012000,1971,,,,,,77004000,,,,,1
70012000,1972,,,,,,77004000,,,,,1
70012000,1973,,,,,,77004000,,,,,1
70012000,1974,,,,,,77004000,,,,,1
70012000,1975,,,,,,77004000,,,,,1
70012000,1976,,,,,,77004000,,,,,1
70012000,1977,,,,,,77004000,,,,,1
70012000,1978,,,,,,77004000,,,,,1
70012000,1979,,,,,,77004000,,,,,1
70012000,1980,,,,,,77004000,,,,,1
70012000,1981,,,,,,77004000,,,,,1
70012000,1982,,,,,,77004000,,,,,1
70012000,1983,,,,,,77004000,,,,,1
70012000,1984,,,,,,77004000,,,,,1
70012000,1985,,,,,,77004000,,,,,1
70012000,1986,,,,,,77004000,,,,,1
70012000,1987,,,,,,77004000,,,,,1
70012000,1988,,,,,,77004000,,,,,1
70012000,1989,,,,,,77004000,,,,,1
70012000,1990,,,,,,77004000,,,,,1
70012000,1991,,,,,,77004000,,,,,1
70012000,1992,,,,,,77004000,,,,,1
70012000,1993,,,,,,77004000,,,,,1
70012000,1994,,,,,,77004000,,,,,1
70012000,1995,,,,,,77004000,,,,,1
70012000,1996,,,,,,77004000,,,,,1
70012000,1997,,,,,,77004000,,,,,1
70012000,1998,,,,,,77004000,,,,,1
70012000,1999,,,,,,77004000,,,,,1
70012000,2000,,,,,,77004000,,,,,1
70012000,2001,,,,,,77004000,,,,,1
70012000,2002,,,,,,,,,,,0
70012000,2003,,,,,,,,,,,0
70012000,2004,,,,,,,,,,,0
70012000,2005,,,,,,,,,,,0
70012000,2006,,,,,,,,,,,0
70012000,2007,,,,,,,,,,,0
70012000,2008,,,,,,,,,,,0
70012000,2009,,,,,,,,,,,0
70012000,2010,,,,,,,,,,,0
70012000,2011,,,,,,,,,,,0
70012000,2012,,,,,,,,,,,0
70012000,2013,,,,,,,,,,,0
70012000,2014,0,,,,,,,,,,0
70012000,2015,0,,,,,,,,,,0
70012000,2016,0,,,,,,,,,,0
70012000,2017,0,,,,,,,,,,0
70013000,1946,,,,,,,,,,,0
70013000,1947,,,,,,,,,,,0
70013000,1948,,,,,,,,,,,0
70013000,1949,,,,,,,,,,,0
70013000,1950,,,,,,,,,,,0
70013000,1951,,,,,,,,,,,0
70013000,1952,,,,,,,,,,,0
70013000,1953,,,,,,,,,,,0
70013000,1954,,,,,,,,,,,0
70013000,1955,,,,,,,,,,,0
70013000,1956,,,,,,,,,,,0
70013000,1957,,,,,,,,,,,0
70013000,1958,,,,,,,,,,,0
70013000,1959,,,,,,,,,,,0
70013000,1960,,,,,,,,,,,0
70013000,1961,,,,,,,,,,,0
70013000,1962,,,,,,,,,,,0
70013000,1963,,,,,,,,,,,0
70013000,1964,,,,,,,,,,,0
70013000,1965,,,,,,,,,,,0
70013000,1966,,,,,,,,,,,0
70013000,1967,,,,,,,,,,,0
70013000,1968,,,,,,,,,,,0
70013000,1969,,,,,,,,,,,0
70013000,1970,,,,,,,,,,,0
70013000,1971,,,,,,,,,,,0
70013000,1972,,,,,,,,,,,0
70013000,1973,,,,,,,,,,,0
70013000,1974,,,,,,,,,,,0
70013000,1975,,,,,,,,,,,0
70013000,1976,,,,,,,,,,,0
70013000,1977,,,,,,,,,,,0
70013000,1978,,,,,,,,,,,0
70013000,1979,,,,,,,,,,,0
70013000,1980,,,,,,,,,,,0
70013000,1981,,,,,,,,,,,0
70013000,1982,,,,,,,,,,,0
70013000,1983,,,,,,,,,,,0
70013000,1984,,,,,,,,,,,0
70013000,1985,,,,,,,,,,,0
70013000,1986,,,,,,,,,,,0
70013000,1987,,,,,,,,,,,0
70013000,1988,,,,,,,,,,,0
70013000,1989,,,,,,,,,,,0
70013000,1990,,,,,,,,,,,0
70013000,1991,,,,,,,,,,,0
70013000,1992,,,,,,,,,,,0
70013000,1993,,,,,,,,,,,0
70013000,1994,,,,,,,,,,,0
70013000,1995,,,,,,,,,,,0
70013000,1996,,,,,,,,,,,0
70013000,1997,,,,,,,,,,,0
70013000,1998,,,,,,,,,,,0
70013000,1999,,,,,,,,,,,0
70013000,2000,,,,,,,,,,,0
70013000,2001,,,,,,,,,,,0
70013000,2002,,,,,,,,,,,0
70013000,2003,,,,,,,,,,,0
70013000,2004,,,,,,,,,,,0
70013000,2005,,,,,,,,,,,0
70013000,2006,,,,,,,,,,,0
70013000,2007,,,,,,,,,,,0
70013000,2008,,,,,,,,,,,0
70013000,2009,,,,,,,,,,,0
70013000,2010,,,,,,,,,,,0
70013000,2011,,,,,,,,,,,0
70013000,2012,,,,,,,,,,,0
70013000,2013,,,,,,,,,,,0
70013000,2014,,,,,,,,,,,
70013000,2015,,,,,,,,,,,
70013000,2016,,,,,,,,,,,
70013000,2017,,,,,,,,,,,
70014000,1946,,,,,,,,,,,0
70014000,1947,,,,,,,,,,,0
70014000,1948,,,,,,,,,,,0
70014000,1949,,,,,,,,,,,0
70014000,1950,,,,,,,,,,,0
70014000,1951,,,,,,,,,,,0
70014000,1952,,,,,,,,,,,0
70014000,1953,,,,,,,,,,,0
70014000,1954,,,,,,,,,,,0
70014000,1955,,,,,,,,,,,0
70014000,1956,,,,,,,,,,,0
70014000,1957,,,,,,,,,,,0
70014000,1958,,,,,,,,,,,0
70014000,1959,,,,,,,,,,,0
70014000,1960,,,,,,,,,,,0
70014000,1961,,,,,,,,,,,0
70014000,1962,,,,,,,,,,,0
70014000,1963,,,,,,,,,,,0
70014000,1964,,,,,,,,,,,0
70014000,1965,,,,,,,,,,,0
70014000,1966,,,,,,,,,,,0
70014000,1967,,,,,,,,,,,0
70014000,1968,,,,,,,,,,,0
70014000,1969,,,,,,,,,,,0
70014000,1970,,,,,,,,,,,0
70014000,1971,,,,,,,,,,,0
70014000,1972,,,,,,,,,,,0
70014000,1973,,,,,,,,,,,0
70014000,1974,,,,,,,,,,,0
70014000,1975,,,,,,,,,,,0
70014000,1976,,,,,,,,,,,0
70014000,1977,,,,,,,,,,,0
70014000,1978,,,,,,,,,,,0
70014000,1979,,,,,,,,,,,0
70014000,1980,,,,,,,,,,,0
70014000,1981,,,,,,,,,,,0
70014000,1982,,,,,,,,,,,0
70014000,1983,,,,,,,,,,,0
70014000,1984,,,,,,,,,,,0
70014000,1985,,,,,,,,,,,0
70014000,1986,,,,,,,,,,,0
70014000,1987,,,,,,,,,,,0
70014000,1988,,,,,,,,,,,0
70014000,1989,,,,,,,,,,,0
70014000,1990,,,,,,,,,,,0
70014000,1991,,,,,,,,,,,0
70014000,1992,,,,,,,,,,,0
70014000,1993,,,,,,,,,,,0
70014000,1994,,,,,,,,,,,0
70014000,1995,,,,,,,,,,,0
70014000,1996,,,,,,,,,,,0
70014000,1997,,,,,,,,,,,0
70014000,1998,,,,,,,,,,,0
70014000,1999,,,,,,,,,,,0
70014000,2000,,,,,,,,,,,0
70014000,2001,,,,,,,,,,,0
70014000,2002,,,,,,,,,,,0
70014000,2003,,,,,,,,,,,0
70014000,2004,,,,,,,,,,,0
70014000,2005,,,,,,,,,,,0
70014000,2006,,,,,,,,,,,0
70014000,2007,,,,,,,,,,,0
70014000,2008,,,,,,,,,,,0
70014000,2009,,,,,,,,,,,0
